20111107_173000,81.0577777778,80.8315463918
20111107_180000,81.1644444444,80.7970103093
20111107_183000,81.39,80.7601030928
20111108_103000,81.52,80.7211340206
20111108_110000,81.7733333333,80.6968041237
20111108_113000,82.0288888889,80.674742268
20111108_120000,82.3955555556,80.6626804124
20111108_123000,82.74,80.6604123711
20111108_130000,83.1733333333,80.6627835052
20111108_133000,83.5011111111,80.6648453608
20111108_140000,83.81,80.6677319588
20111108_143000,84.0344444444,80.6665979381
20111108_150000,84.1777777778,80.6583505155
20111108_153000,84.2688888889,80.6574226804
20111108_160000,84.3844444444,80.6518556701
20111108_163000,84.4111111111,80.6469072165
20111108_170000,84.38,80.6346391753
20111108_173000,84.3033333333,80.6289690722
20111108_180000,84.2855555556,80.6259793814
20111108_183000,84.2488888889,80.6184536082
20111109_103000,84.3977777778,80.6293814433
20111109_110000,84.5933333333,80.6370103093
20111109_113000,84.6822222222,80.6403092784
20111109_120000,84.6922222222,80.6403092784
20111109_123000,84.6622222222,80.6462886598
20111109_130000,84.4277777778,80.6339175258
20111109_133000,84.1377777778,80.6239175258
20111109_140000,83.7844444444,80.6060824742
20111109_143000,83.4288888889,80.5898969072
20111109_150000,82.7788888889,80.5662886598
20111109_153000,82.2122222222,80.5451546392
20111109_160000,81.6922222222,80.5265979381
20111109_163000,81.2777777778,80.51
20111109_170000,80.7777777778,80.4880412371
20111109_173000,80.5166666667,80.4815463918
20111109_180000,80.2877777778,80.4786597938
20111109_183000,80.02,80.4692783505
20111110_103000,79.5766666667,80.4539175258
20111110_110000,79.2766666667,80.4405154639
20111110_113000,78.9155555556,80.4265979381
20111110_120000,78.7455555556,80.4279381443
20111110_123000,78.4833333333,80.4269072165
20111110_130000,78.2744444444,80.4208247423
20111110_133000,78.1755555556,80.425257732
20111110_140000,78.0633333333,80.4310309278
20111110_143000,78.0322222222,80.4372164948
20111110_150000,78.1733333333,80.4475257732
20111110_153000,78.4344444444,80.4735051546
20111110_160000,78.7155555556,80.4993814433
20111110_163000,78.8433333333,80.5082474227
20111110_170000,79.1122222222,80.5274226804
20111110_173000,79.4777777778,80.5487628866
20111110_180000,79.7344444444,80.5727835052
20111110_183000,79.9388888889,80.5975257732
20111111_103000,80.07,80.6191752577
20111111_110000,80.1933333333,80.6475257732
20111111_113000,80.2022222222,80.6696907216
20111111_120000,80.2888888889,80.6946391753
20111111_123000,80.3822222222,80.725257732
20111111_130000,80.3766666667,80.7513402062
20111111_133000,80.2033333333,80.7635051546
20111111_140000,80.0544444444,80.776185567
20111111_143000,79.9755555556,80.7889690722
20111111_150000,80.0733333333,80.8116494845
20111111_153000,80.1266666667,80.822371134
20111111_160000,80.1566666667,80.8339175258
20111111_163000,80.1522222222,80.8680412371
20111111_170000,80.15,80.9149484536
20111111_173000,80.1511111111,80.9616494845
20111111_180000,80.29,81.0016494845
20111111_183000,80.3977777778,81.0322680412
20111114_103000,80.6666666667,81.0754639175
20111114_110000,80.87,81.1168041237
20111114_113000,81.1155555556,81.1493814433
20111114_120000,81.31,81.1797938144
20111114_123000,81.4644444444,81.2104123711
20111114_130000,81.4977777778,81.2310309278
20111114_133000,81.5288888889,81.2353608247
20111114_140000,81.5677777778,81.2426804124
20111114_143000,81.5977777778,81.2481443299
20111114_150000,81.4277777778,81.2516494845
20111114_153000,81.2155555556,81.2520618557
20111114_160000,80.9855555556,81.2430927835
20111114_163000,80.8144444444,81.2268041237
20111114_170000,80.6433333333,81.2256701031
20111114_173000,80.6033333333,81.2289690722
